set,id,verdict,note,topic,sheet,row,col
webp,ffct-31973,text,baked-in star-name label,rigel a hot blue white star in orion,,2,0
webp,ffct-31974,text,baked-in constellation labels,orion visible in philippine sky as balatik,,2,1
webp,ffct-31977,text,baked-in distance/size labels,color is temperature brightness is different,,3,0
webp,ffct-31983,text,baked-in color labels,why there are no green stars,,0,0
webp,ffct-31994,text,baked-in years label,Why making soil takes hundreds of years,,1,2
webp,ffct-32015,text,baked-in garbage-patch label,garbage patch has no fixed boundary,,0,1
webp,ffct-32042,text,baked-in sort/melt labels,How recycling turns trash into new things,,3,2
webp,ffct-32048,text,baked-in calendar text,leap year and the extra quarter day,,0,0
webp,ffct-32053,text,baked-in bin labels,Filipino law on separating trash (RA 9003),,0,3
webp,ffct-32058,text,baked-in years-passing label,Where does trash go if not recycled,,1,3
webp,ffct-32062,text,baked-in recycling words,Upcycling versus recycling difference,,2,1
webp,ffct-32063,text,baked-in money-saved text,How the three Rs save a family money,,2,2
webp,ffct-32064,text,baked-in sorting labels,Can I recycle at home and how,,2,3
webp,ffct-32071,text,baked-in primary/secondary labels,two kinds of microplastics primary and secondary,,0,2
webp,ffct-32072,text,baked-in face-wash label,microbeads in face wash and toothpaste example,,0,3
webp,ffct-32090,text,baked-in feature labels,Several Earth features work together to allow life,,3,3
webp,ffct-32095,text,baked-in atmosphere/gravity labels,Earth's gravity holds its life-giving air in place,,0,2
webp,ffct-32104,text,baked-in map label,How long and wide the Philippine Trench is,,1,2
webp,ffct-32105,text,baked-in timeline text,"The trench is geologically young, under 9 million years",,1,3
webp,ffct-32106,text,baked-in trench/not-this text,Trench is a long valley not a bottomless hole,,2,0
webp,ffct-32111,text,baked-in trench-depth labels,Compared to Mariana Trench the world's deepest,,2,2
webp,ffct-32112,text,baked-in trench labels,Different from the Manila Trench on the west side,,2,3
webp,ffct-32116,text,baked-in fault label,Linked to the Philippine Fault on land,,3,2
webp,ffct-32118,text,baked-in trough/trench labels,It connects with the East Luzon Trough up north,,3,3
webp,ffct-32135,text,daylight labels baked in,why daylight length changes through the year,,1,3
webp,ffct-32136,text,pole labels baked in,midnight sun and polar night,,2,0
webp,ffct-32138,text,time-of-day labels baked in,shadows change length and direction during the day,,2,1
webp,ffct-32139,text,hygrometer text labels,The hygrometer measures moisture in the air,,2,2
webp,ffct-32146,text,weather report headlines,Who uses weather station information,,0,0
webp,ffct-32171,text,ash/lapilli/bomb labels,Ash is defined by tiny size,,0,3
webp,ffct-32190,text,Asia/Palawan/Borneo labels,"Palawan formed differently, not from volcanoes",,0,1
webp,ffct-32219,text,distance label baked in,Earth's orbit is nearly a circle,,3,1
webp,ffct-32231,text,TSUNAMI label baked in,Tsunami energy spread through entire water column,,3,3
webp,ffct-32232,text,wave labels baked in,Very long wavelength keeps tsunami flat,,0,0
webp,ffct-32233,text,wave type labels,Tsunami differs from ordinary wind waves,,0,1
webp,ffct-32235,text,water depth labels,Energy is saved not lost while wave is low,,0,3
webp,ffct-32242,text,tide/tsunami labels,A tsunami is not the same as an ordinary tide,,1,3
webp,ffct-32245,text,drain parts labels,The parts of a street drainage system,,2,1
webp,ffct-32254,text,USE ME label,What a kid can do to help prevent clogs,,0,1
webp,ffct-32255,text,cooking oil label,Cooking oil and grease can clog drains,,0,2
webp,ffct-32290,off-topic,shows fueling not weakening,Eyewall weakens over land or cool water,,3,1
webp,ffct-32291,text,eyewall/rainbands labels,Eyewall is stronger than the outer rainbands,,3,2
webp,ffct-32298,text,storm name labels,Typhoons and hurricanes share the same eyewall,,0,2
webp,ffct-32309,text,reduce/reuse/recycle labels,recycling and conservation,,2,1
webp,ffct-32330,text,thousands of years label,Amethyst takes a very long time to form,,2,0
webp,ffct-32331,text,mineral name labels,Purple amethyst versus purple fluorite,,2,1
webp,ffct-32333,text,amethyst scroll text,Where the name amethyst comes from,,2,3
webp,ffct-32335,text,iron/light labels,Why iron makes purple not another color,,3,0
webp,ffct-32345,text,plate name labels,Several plates meet around the Philippines,,3,1
webp,ffct-32351,text,ring/fault labels,How a local fault differs from the whole ring,,3,3
webp,ffct-32356,text,seismograph parts labels,the main parts of a seismograph,,1,0
webp,ffct-32357,text,instrument labels baked in,difference between seismometer and seismograph,,1,1
webp,ffct-32358,text,seismograph label,a seismograph records but cannot predict quakes,,1,2
webp,ffct-32360,text,P-wave/S-wave labels,seismograph records P-waves arriving before S-waves,,2,0
webp,ffct-32361,text,direction labels baked in,three seismographs for up-down and two sideways,,2,1
webp,ffct-32364,text,earthquake warning label,seismographs help give tsunami warnings,,3,0
webp,ffct-32405,text,hundreds of years label,soil forms slowly,,1,2
webp,ffct-32417,text,moist air label,orographic clouds formed by mountains,,3,1
webp,ffct-32423,text,cold/warm labels,frontal rain from air mass collision,,0,3
webp,ffct-32424,text,moist air label,orographic rain on mountain slopes,,1,0
webp,ffct-32437,text,equator labels,global average annual rainfall,,2,0
webp,ffct-32438,text,month names baked in,driest months in the Philippines,,2,1
webp,ffct-32440,text,cyclone category labels,tropical cyclone categories by wind speed,,2,2
webp,ffct-32441,text,PAR labels,Philippine Area of Responsibility PAR,,2,3
webp,ffct-32442,text,typhoon name list,how typhoons get their names,,3,0
webp,ffct-32445,text,signal flag text,PAGASA Signal No. 1 effects,,3,3
webp,ffct-32446,text,signal flag text,PAGASA Signal No. 2 effects,,0,0
webp,ffct-32447,text,signal flag text,PAGASA Signal No. 3 effects,,0,1
webp,ffct-32448,text,signal flag text,PAGASA Signal No. 4 effects,,0,2
webp,ffct-32449,text,signal flag text,PAGASA Signal No. 5 added in 2022,,0,3
webp,ffct-32452,text,month names baked in,peak typhoon season in the Philippines,,1,1
webp,ffct-32459,text,watch/warning labels,difference between typhoon watch and warning,,2,1
webp,ffct-32462,text,day names baked in,inter-monsoon transition periods in Philippines,,2,2
webp,ffct-32469,text,season/breeze labels,why monsoon winds reverse direction twice a year,,2,3
webp,ffct-32472,text,ITCZ/equator labels,ITCZ affects Philippine rainfall,,3,0
webp,ffct-32483,text,dry/wet bulb labels,psychrometer measures relative humidity,,0,1
webp,ffct-32488,text,doppler radar label,Doppler radar tracks typhoons and rain,,1,0
webp,ffct-32562,text,explanatory labels baked in,water vapor is Earth's main natural greenhouse gas,,0,3
webp,ffct-32592,text,measurement labels baked in,tornado and typhoon are different wind storms,,0,3
webp,ffct-32602,text,weather station sign,PAGASA history and mission,,1,3
webp,ffct-32636,text,signs and labels baked in,community preparedness before a typhoon,,2,0
webp,ffct-32637,text,map title and legend text,flood hazard maps show at-risk areas,,2,1
webp,ffct-32642,text,rationale sign text,water rationing during drought and El Nino,,3,2
webp,ffct-32712,text,title and labels baked in,mineral luster types,,3,2
webp,ffct-32714,text,definitions baked in,mineral cleavage and fracture,,3,3
webp,ffct-32720,text,instructional phrases baked in,testing mineral hardness with everyday objects,,0,1
webp,ffct-32741,text,instructional phrases baked in,cooling rate determines crystal size experiment,,2,3
webp,ffct-32786,text,lime bag text baked in,soil pH and agricultural productivity,,0,2
webp,ffct-32804,text,warning sign text baked in,volcanic gas SO2 emissions and health hazard,,2,2
webp,ffct-32818,off-topic,owl unrelated to earthquake,1990 Luzon earthquake detailed facts,,1,2
webp,ffct-32856,text,era labels baked in,geologic time scale eons eras periods,,0,1
webp,ffct-32882,text,movement labels baked in,types of mass wasting movements,,3,2
webp,ffct-32893,text,calendar text baked in,Tiwi geothermal plant Albay Philippines,,2,0
webp,ffct-32894,text,mountain labels baked in,MakBan geothermal plant Laguna Batangas,,2,1
webp,ffct-32895,text,banner text baked in,Leyte geothermal field Tongonan,,2,2
webp,ffct-32897,text,diagram labels baked in,binary cycle geothermal power system,,3,0
webp,ffct-32898,text,diagram labels baked in,geothermal reinjection for sustainability,,3,1
webp,ffct-32902,text,plant labels baked in,geothermal versus coal environmental comparison,,0,0
webp,ffct-32904,text,capture system text baked,environmental considerations at geothermal plants,,0,2
webp,ffct-32908,text,wave labels baked in,tsunami energy through entire water column,,1,0
webp,ffct-32909,text,place labels baked in,2004 Indian Ocean tsunami effect on Philippines,,1,1
webp,ffct-32910,text,marker text baked in,ancient tsunami warning stones historical markers,,1,2
webp,ffct-32911,text,sign text baked in,tsunami evacuation signs in Philippine coastal communities,,1,3
webp,ffct-32916,text,instrument labels baked in,PHIVOLCS volcano monitoring instruments,,2,1
webp,ffct-32917,text,sign text baked in,GPS used to detect volcano ground inflation,,2,2
webp,ffct-32919,text,layer labels baked in,Philippine nickel laterite mining,,3,0
webp,ffct-32920,text,ore labels baked in,Philippine copper gold porphyry mineral deposits,,3,1
webp,ffct-32927,text,layer labels baked in,how fossil fuels form,,0,1
webp,ffct-32943,text,place labels baked in,Laguna de Bay origin and geology,,2,1
webp,ffct-32945,text,diagram labels baked in,island arc and subduction detailed relationship,,2,2
webp,ffct-32948,text,map labels baked in,Bohol UNESCO Global Geopark geology,,3,0
webp,ffct-32950,text,property labels baked in,simple rock identification for young students,,3,1
webp,ffct-32951,text,cement label baked in,rocks are all around us in daily life,,3,2
webp,ffct-32956,text,rock label baked in,limestone used to make cement Philippines,,0,1
webp,ffct-32962,text,zone labels baked in,geologic hazard maps for land use planning,,1,3
webp,ffct-32968,text,tephra labels baked in,tephra classification volcanic fragment sizes,,2,2
webp,ffct-32969,text,legend labels baked in,geologic map colors and meaning,,2,3
webp,ffct-32972,text,plate labels baked in,deep focus earthquakes in subduction zone,,3,2
webp,ffct-32977,text,street sign text baked,tsunami debris floating hazard after wave,,0,1
webp,ffct-32982,text,seismograph label baked in,Richter scale basic explanation for students,,1,1
webp,ffct-32991,text,crystal label baked in,laterite bauxite and aluminum ore formation,,3,0
webp,ffct-32994,text,mineral labels baked in,secondary minerals formed from volcanic rock weathering,,3,3
webp,ffct-32995,text,place labels baked in,Philippine seismic zone map high risk areas,,0,0
webp,ffct-32998,text,water level labels baked,groundwater depletion from overpumping Philippines,,0,1
webp,ffct-33000,text,map label baked in,Palawan continental origin different from other Philippine islands,,0,3
webp,ffct-33019,text,fault label baked in,Philippine Fault Zone major segments,,2,3
webp,ffct-33021,text,sample labels baked in,mineral cleavage versus fracture,,3,0
webp,ffct-33027,text,era labels baked in,geologic time scale major eras,,0,1
webp,ffct-33028,text,soil labels baked in,tropical soil types Philippines ultisol,,0,2
webp,ffct-33036,text,calendar number baked in,11-year sunspot cycle,,1,3
webp,ffct-33040,text,orbit labels baked in,Mercury slow rotation and long solar day,,2,2
webp,ffct-33042,text,direction labels baked in,Venus retrograde rotation sun rises west,,3,0
webp,ffct-33044,text,Cyrillic text baked in,Venus crushing surface atmospheric pressure,,3,1
webp,ffct-33051,text,banner text baked in,Ganymede largest moon solar system,,0,2
webp,ffct-33055,text,angle number baked in,Uranus extreme axial tilt,,1,1
webp,ffct-33056,text,planet labels baked in,Uranus ice giant composition,,1,2
webp,ffct-33059,text,banner text baked in,Triton retrograde orbit captured moon,,2,0
webp,ffct-33060,off-topic,depicts Jupiter not Neptune,Voyager 2 only spacecraft to visit Neptune,,2,1
webp,ffct-33069,text,labels baked in,lunar libration slight wobble extra view,,3,2
webp,ffct-33077,text,star labels baked in,stellar classification by colour and temperature,,0,1
webp,ffct-33092,text,belt labels baked in,Kuiper Belt beyond Neptune icy objects,,2,1
webp,ffct-33097,text,season labels baked in,equinoxes and solstices,,2,2
webp,ffct-33107,text,labels baked in,gravity keeps planets in orbit,,2,3
webp,ffct-33124,text,ecliptic label baked in,zodiac constellations along ecliptic,,0,1
webp,ffct-33126,text,scale labels baked in,light-year as unit of astronomical distance,,0,3
webp,ffct-33127,text,orbit labels baked in,Proxima Centauri nearest star after Sun,,1,0
webp,ffct-33131,text,chart labels baked in,dark matter makes up most of universe,,2,0
webp,ffct-33137,text,spot label baked in,Neptune Great Dark Spot Voyager 2 storm,,3,0
webp,ffct-33144,text,orbit labels baked in,Moon sidereal period vs synodic period difference,,3,3
webp,ffct-33151,text,banner text baked in,Haumea and Makemake dwarf planets Kuiper Belt,,1,0
webp,ffct-33165,text,atmosphere labels baked,stars twinkle due to atmospheric refraction,,3,2
webp,ffct-33170,text,event horizon label baked in,massive stars collapse to black holes,,0,0
webp,ffct-33195,text,time labels baked in,Saturn day and year length,,2,2
webp,ffct-33197,text,horoscope text baked in,astronomy versus astrology science vs belief,,3,0
webp,ffct-33198,text,constellation label baked in,Milky Way center direction Sagittarius constellation,,3,1
webp,ffct-33199,text,orbit labels baked in,Mars elliptical orbit causes unequal seasons,,3,2
webp,ffct-33204,text,planet names baked in,Copernicus heliocentric model Sun at center,,0,0
webp,ffct-33205,text,formulas baked in,Neptune discovered by mathematical prediction 1846,,0,1
webp,ffct-33213,text,resonance labels baked in,Mercury 3-to-2 spin-orbit resonance,,1,0
webp,ffct-33214,text,nebula labels baked in,nebula types emission reflection and dark,,1,1
webp,ffct-33219,text,sun layer labels baked in,Sun convective zone transports energy by moving gas,,2,0
webp,ffct-33224,text,star labels baked in,real star examples of different colours and types,,3,0
webp,ffct-33231,text,Vesta labels baked in,Vesta large differentiated asteroid near planet,,0,0
webp,ffct-33234,text,rotation labels baked in,Sun differential rotation equator faster than poles,,0,3
webp,ffct-33238,text,ring labels baked in,Neptune rings have incomplete arcs of dense material,,1,3
webp,ffct-33242,text,orbit labels baked in,Moon elliptical orbit perigee apogee supermoon,,2,3
webp,ffct-33259,off-topic,sea turtle not Jupiter,Jupiter mainly hydrogen and helium composition,,0,3
webp,ffct-33265,text,constellation names baked in,different constellations visible in different seasons,,2,0
webp,ffct-33276,off-topic,shows ringed planet not Mars,Phobos orbit declining will crash into Mars in 50 million years,,2,2
webp,ffct-33277,off-topic,Jupiter bands not Neptune,Neptune blue color from methane in atmosphere,,2,3
webp,ffct-33294,text,star names baked in,star colors hard to see faint naked eye limitation,,1,1
webp,ffct-33295,text,moon region labels baked in,Moon maria darker than highlands albedo comparison,,1,2
webp,ffct-33297,text,radioactive dating label baked in,solar system is 4.6 billion years old,,1,3
webp,ffct-33303,text,magnetic stripe labels baked in,Earth magnetic poles reverse periodically geological record,,3,0
webp,ffct-33305,text,relativity labels baked in,GPS satellites need time correction for relativity effects,,3,1
webp,ffct-33316,text,wavelength label baked in,exoplanet atmospheres detected by spectroscopy during transit,,0,3
webp,ffct-33326,text,diameter label baked in,how wide Earth is in kilometers,,2,0
webp,ffct-33327,text,temperature labels baked in,how hot the surface of Venus is,,2,1
webp,ffct-33330,text,day/year labels baked in,Venus has a day longer than its year,,2,3
webp,ffct-33339,text,planet names baked in,four rocky planets and four gas giants,,0,0
webp,ffct-33347,text,month name baked in,what extra day is added in a leap year,,1,1
webp,ffct-33349,text,weekday names baked in,how many minutes in a day,,1,3
webp,ffct-33350,text,calendar labels baked in,how many hours in a year,,2,0
webp,ffct-33369,text,planet day label baked in,how long is a year on Venus,,0,3
webp,ffct-33370,text,hour label baked in,how long is a day on Saturn,,1,0
webp,ffct-33377,text,star name baked in,distance to the nearest star (other than the Sun),,2,0
webp,ffct-33382,text,year labels baked in,why looking at distant stars is like seeing the past,,3,0
webp,ffct-33388,text,star type label baked in,what type of star is the Sun,,0,1
webp,ffct-33390,text,minutes label baked in,how long does sunlight take to reach Earth,,0,2
webp,ffct-33409,text,moon names baked in,what are the four Galilean moons,,2,3
webp,ffct-33419,text,spacecraft name baked in,spacecraft that carried Gagarin,,0,3
webp,ffct-33420,text,date label baked in,what year the first man went to space,,1,0
webp,ffct-33426,text,spacecraft name baked in,spacecraft of the first woman in space,,2,2
webp,ffct-33442,text,speech bubble text baked in,Neil Armstrong's famous first words on the Moon,,0,0
webp,ffct-33447,text,moon names baked in,what are the four Galilean moons called,,1,1
webp,ffct-33471,text,star name baked in,one of the biggest known stars,,1,3
webp,ffct-33473,text,distance text baked in,what is a light-year,,2,1
webp,ffct-33474,text,element names baked in,what stars are made of,,2,2
webp,ffct-33498,text,CERES label,when was Ceres discovered,,1,2
webp,ffct-33507,text,number 9 badge,what was Pluto's place before reclassification,,2,0
webp,ffct-33509,text,Troposphere label,what is the lowest layer of the atmosphere,,2,1
webp,ffct-33512,text,O and 46% labels,what is the most abundant element in Earth's crust,,2,2
webp,ffct-33513,text,8% label,most abundant metal in Earth's crust,,2,3
webp,ffct-33514,text,"40,075 label",what is Earth's circumference,,3,0
webp,ffct-33527,text,June 15 1991 label,what date was the climactic Pinatubo eruption,,0,0
webp,ffct-33532,text,book text,how many PAGASA tropical cyclone wind signals,,0,3
webp,ffct-33550,text,wind speed label,wind speed of a tropical depression,,0,3
webp,ffct-33553,text,Warning flag,wind speed of a super typhoon,,1,2
webp,ffct-33558,text,book text,when did Copernicus publish his book,,2,3
webp,ffct-33580,off-topic,shows Kepler not Tycho,whose observations did Kepler use,,2,3
webp,ffct-33581,off-topic,owl not moon buggy,Eduardo San Juan moon buggy claim caution,,3,0
webp,ffct-33583,text,Core label,temperature of the Sun's core,,3,1
webp,ffct-33584,off-topic,octopus not lava,temperature of lava,,3,2
webp,ffct-33590,text,365 label,how many days in a year,,0,3
webp,ffct-33591,text,366 label,how many days in a leap year,,1,0
webp,ffct-33593,text,February 29 label,which day is added in a leap year,,1,2
webp,ffct-33594,text,numbered calendars,how often is a leap year,,1,3
webp,ffct-33595,text,month names,how many months in a year,,2,0
webp,ffct-33596,text,52 weeks label,how many weeks in a year,,2,1
webp,ffct-33597,text,day names,how many days in a week,,2,2
webp,ffct-33598,text,168 label,how many hours in a week,,2,3
webp,ffct-33599,text,January calendar,how many days in January,,3,0
webp,ffct-33600,text,February calendar,how many days in February,,3,1
webp,ffct-33601,text,April calendar,how many days in April,,3,2
webp,ffct-33602,text,December calendar,how many days in December,,3,3
webp,ffct-33611,text,month names,which months have 31 days,,0,0
webp,ffct-33612,text,calendar months,which months have 30 days,,0,1
webp,ffct-33613,text,February 28 label,which month has the fewest days,,0,2
webp,ffct-33614,text,January 1 label,what is the first month of the year,,0,3
webp,ffct-33615,text,December 12 label,what is the last month of the year,,1,0
webp,ffct-33617,text,100 label,how many years in a century,,1,2
webp,ffct-33618,text,1000 label,how many years in a millennium,,1,3
webp,ffct-33620,text,calendar months,how many months in a quarter of a year,,2,0
webp,ffct-33635,text,84 candles,how long is a year on Uranus,,1,1
webp,ffct-33636,text,16 hours label,how long is a day on Neptune,,1,2
webp,ffct-33641,text,117 days label,how long from one sunrise to the next on Venus,,2,1
webp,ffct-33656,text,Venus text label,planet with the longest day,,0,1
webp,ffct-33671,off-topic,octopus not light-year,how big is the Sun (diameter),,2,1
webp,ffct-33672,text,diameter label,how big is the Moon (diameter),,2,2
webp,ffct-33673,text,diameter label,how big is the Earth (diameter),,2,3
webp,ffct-33680,text,dwarf planet labels,how many official dwarf planets,,3,2
webp,ffct-33684,text,planet names,how many planets visible without a telescope,,0,1
webp,ffct-33712,text,1961 label,year the first human went to space,,3,3
webp,ffct-33717,text,Apollo 11 label,name of the first Moon landing mission,,1,0
webp,ffct-33720,text,John Glenn label,first American to orbit the Earth,,1,1
webp,ffct-33721,text,CCCP label,which country sent the first human to space,,1,2
webp,ffct-33746,text,11 label,how far did Apollo 11 travel to the Moon,,0,3
webp,ffct-33758,text,ocean names,how many oceans are on Earth,,3,0
webp,ffct-33763,text,layer labels,which layer of Earth is the thinnest,,0,0
webp,ffct-33766,text,gas labels,what is the most common gas in Earth's atmosphere,,0,2
webp,ffct-33769,off-topic,shows circumference not area,what is the total surface area of Earth,,0,3
webp,ffct-33788,text,88 label,how many official constellations are there,,2,2
webp,ffct-33794,off-topic,Sun-Earth distance not Sirius,how far away is Sirius,,3,3
webp,ffct-33800,text,calendar text baked in,what is a light-year,,1,0
webp,ffct-33815,text,map labels baked in,where storms are called cyclones,,0,0
webp,ffct-33816,text,storm names baked in,typhoon hurricane cyclone are the same storm,,0,1
webp,ffct-33817,text,wind speed text baked in,minimum wind speed to be a typhoon hurricane,,0,2
webp,ffct-33818,text,signal numbers baked in,how many PAGASA storm signal numbers,,0,3
webp,ffct-33819,text,signal number baked in,wind speed for PAGASA Signal No. 5,,1,0
webp,ffct-33820,text,signal number baked in,wind speed for PAGASA Signal No. 1,,1,1
webp,ffct-33821,text,signal number baked in,wind speed for PAGASA Signal No. 3,,1,2
webp,ffct-33823,text,eye label baked in,the calm center eye of a typhoon,,2,0
webp,ffct-33824,text,year 2013 baked in,deadliest typhoon in Philippine history,,2,1
webp,ffct-33825,text,hardness number baked in,hardest natural mineral,,2,2
webp,ffct-33826,text,hardness number baked in,softest mineral,,2,3
webp,ffct-33827,text,hardness numbers baked in,Mohs hardness scale range,,3,0
webp,ffct-33833,text,hardness number baked in,graphite and diamond same element,,3,2
webp,ffct-33838,text,hardness number baked in,corundum hardness second to diamond,,0,3
webp,ffct-33839,text,mineral names baked in,who created the Mohs scale,,1,0
webp,ffct-33850,text,feldspar label baked in,most common mineral group in Earth's crust,,2,2
webp,ffct-33872,text,cagsawa label baked in,what was Mayon's deadliest eruption,,0,0
webp,ffct-33879,text,year 1935 baked in,when was the Richter scale invented,,1,0
webp,ffct-33880,text,step numbers baked in,how much stronger is each step on the Richter scale,,1,1
webp,ffct-33882,text,seismograph label baked in,what instrument measures earthquakes,,1,3
webp,ffct-33894,text,trieste label baked in,first people to reach the deepest ocean,,0,2
webp,ffct-33901,text,hygrometer text baked in,which instrument measures humidity,,1,1
webp,ffct-33905,text,richter scale text baked in,what scale measures earthquake strength,,1,3
webp,ffct-33906,text,beaufort scale text baked in,what scale describes wind strength,,2,0
webp,ffct-33908,text,barometer label baked in,who invented the barometer,,2,2
webp,ffct-33913,text,layer labels baked in,what is the outermost layer of the Earth,,3,1
webp,ffct-33914,text,layer labels baked in,what is the innermost layer of the Earth,,3,2
webp,ffct-33915,text,layer labels baked in,which layer of the Earth is the thickest,,3,3
webp,ffct-33919,text,altitude labels baked in,how high are cirrus clouds,,0,3
webp,ffct-33928,text,altitude label baked in,are cumulus clouds low clouds,,2,1
webp,ffct-33938,text,year 1610 baked in,what year were Jupiter's big moons discovered,,3,3
webp,ffct-33955,text,pluto charon labels baked in,how big is Charon compared to Pluto,,1,0
webp,ffct-33956,text,charon label baked in,what year was Charon discovered,,1,1
webp,ffct-33971,text,cassini label baked in,what year did Cassini reach Saturn,,3,0
webp,ffct-33972,text,juno label baked in,which planet does the Juno probe explore,,3,1
webp,ffct-33973,text,juno label baked in,what year did Juno reach Jupiter,,3,2
webp,ffct-33984,text,june calendar baked in,date of the June solstice,,1,2
webp,ffct-33985,text,december calendar baked in,date of the December solstice,,1,3
webp,ffct-33986,text,march calendar baked in,date of the March equinox,,2,0
webp,ffct-33987,text,september calendar baked in,date of the September equinox,,2,1
webp,ffct-33988,text,month banners baked in,how many solstices per year,,2,2
webp,ffct-33989,text,month banners baked in,how many equinoxes per year,,2,3
webp,ffct-33995,text,tropic label baked in,where the Sun is overhead on the June solstice,,3,3
webp,ffct-33996,text,tropic label baked in,where the Sun is overhead on the December solstice,,0,0
webp,ffct-34004,text,scale name baked in,which earthquake scale scientists use today,,2,0
webp,ffct-34005,text,roman numerals baked in,how many levels are in the PHIVOLCS intensity scale,,2,1
webp,ffct-34007,text,phivolcs year baked in,who made the PHIVOLCS intensity scale and when,,2,3
webp,ffct-34008,text,magnitude labels baked in,difference between earthquake magnitude and intensity,,3,0
webp,ffct-34009,text,category numbers baked in,how many categories in the Saffir-Simpson hurricane scale,,3,1
webp,ffct-34010,text,category label baked in,Category 1 hurricane wind speed,,3,2
webp,ffct-34011,text,category number baked in,Category 5 hurricane wind speed,,3,3
webp,ffct-34012,text,category numbers baked in,which categories count as a major hurricane,,0,0
webp,ffct-34015,text,scale levels baked in,how many levels in the Beaufort wind scale,,0,3
webp,ffct-34018,text,signal numbers baked in,how many tropical cyclone wind signals does PAGASA use,,1,2
webp,ffct-34019,text,signal number baked in,what wind speed is PAGASA Signal No. 5,,1,3
webp,ffct-34020,text,signal number baked in,what wind speed is PAGASA Signal No. 1,,2,0
webp,ffct-34021,text,wind speed text baked in,what wind speed makes a super typhoon in the Philippines,,2,1
webp,ffct-34022,text,wind speed text baked in,what wind speed is a tropical depression in the Philippines,,2,2
webp,ffct-34023,text,wind speed range baked in,what wind speed makes a typhoon in the Philippines,,2,3
webp,ffct-34024,text,magnitude numbers baked in,what kind of numbers magnitude and intensity use,,3,0
webp,ffct-34025,text,roman numeral x baked in,what PHIVOLCS Intensity X means,,3,1
webp,ffct-34044,text,kuroshio label baked in,what is the Kuroshio Current and its direction,,1,0
webp,ffct-34045,text,speed label baked in,how fast is the Kuroshio Current,,1,1
webp,ffct-34046,text,width label baked in,how wide is the Kuroshio Current,,1,2
webp,ffct-34048,text,current labels baked in,what happens when the North Equatorial Current hits the Philippines,,2,0
webp,ffct-34049,text,place labels baked in,what direction the Mindanao Current flows,,2,1
webp,ffct-34050,text,current labels baked in,which Pacific current is like the Atlantic Gulf Stream,,2,2
webp,ffct-34057,text,kuroshio sign baked in,what Kuroshio means,,0,0
webp,ffct-34058,text,calendar phrase baked in,why spring tide is not about the season,,0,1
webp,ffct-34065,text,west east labels baked in,the two segments of the Marikina Valley Fault System,,1,2
webp,ffct-34068,text,place labels baked in,where is the Cotabato Trench,,2,0
webp,ffct-34071,text,emden deep label baked in,deepest point of the Philippine Trench,,2,2
webp,ffct-34072,text,depth text baked in,how deep is the Emden Deep,,2,3
webp,ffct-34073,text,ranking text baked in,global ranking of the Emden Deep,,3,0
webp,ffct-34074,text,ship name year baked in,what ship discovered the Emden Deep,,3,1
webp,ffct-34076,text,trench labels baked in,major Philippine trenches west and east,,3,3
webp,ffct-34103,text,composite volcano label,what is another name for a stratovolcano,,1,1
webp,ffct-34104,text,1991 calendar,what year did Pinatubo erupt,,1,2
webp,ffct-34138,text,orbit text gives answer,is a day on Venus longer than its year,,1,1
webp,ffct-34141,text,-146 baked in,what is the apparent magnitude of Sirius,,1,3
webp,ffct-34152,off-topic,wrong star color,what color is Betelgeuse,,3,0
webp,ffct-34165,off-topic,historical not geologic,the four main geologic time divisions,,1,1
webp,ffct-34177,text,252 million text,when did the Mesozoic era begin,,0,1
webp,ffct-34180,text,300000 years text,how long ago did modern humans appear,,1,0
webp,ffct-34181,text,era periods labels,how geologic eras are divided,,1,1
webp,ffct-34186,text,current time label,which era are we living in now,,2,1
webp,ffct-34197,off-topic,saturn not uranus,what year Uranus was discovered,,2,3
webp,ffct-34200,off-topic,jupiter not neptune,how Neptune was found — predicted by math,,3,0
webp,ffct-34201,off-topic,saturn not neptune,what year Neptune was discovered,,3,1
webp,ffct-34205,text,1610 calendar,what year the Galilean moons were discovered,,0,1
webp,ffct-34208,text,titan 1655 text,what year Titan was discovered,,0,3
webp,ffct-34243,text,4.2 light years text,how far is Proxima Centauri,,3,0
webp,ffct-34247,text,4.6 billion text,how old is the Sun,,3,3
webp,ffct-34249,text,number seven,how many New Seven Wonders of the World,,0,1
webp,ffct-34251,text,07-07-07 date,when were the New Seven Wonders announced,,0,3
webp,ffct-34255,text,ticket number text,how many spectators could the Colosseum hold,,1,3
webp,ffct-34258,text,construction dates,when was the Taj Mahal completed,,2,2
webp,ffct-34265,text,1931 calendar,when was Christ the Redeemer completed,,0,1
webp,ffct-34268,text,numbers scattered,how many steps does El Castillo have,,1,0
webp,ffct-34285,text,2010 banner,when did the Burj Khalifa open,,3,1
webp,ffct-34290,text,1889 banner,when was the Eiffel Tower built,,0,2
webp,ffct-34294,text,from france tag,who gave the Statue of Liberty,,1,2
webp,ffct-34296,text,165 km banner,how long is the longest bridge,,2,0
webp,ffct-34305,text,wind terms list,who devised the Beaufort scale,,0,0
webp,ffct-34312,text,hurricane chart text,who created the Saffir-Simpson scale,,1,3
webp,ffct-34314,text,1935 date,who invented the Richter scale,,2,1
webp,ffct-34321,text,tornado checklist text,what the Fujita scale measures,,0,0
webp,ffct-34325,text,over 200 mph,EF5 tornado wind speed,,1,0
